initial_capital,final_equity,net_profit,total_return_pct,max_drawdown_pct,total_trades,win_rate,profit_factor,expectancy,avg_bars_held,avg_trade_return_pct,median_trade_return_pct,best_trade_pct,worst_trade_pct
10000.0,1179.1844904089862,-8820.815509591013,-88.20815509591013,88.23640783519842,2058,29.008746355685133,0.1002714723517489,-4.286110548878038,3.380952380952381,-0.037799602778404155,-0.027840843814384515,0.7883207416435944,-1.0521454785597464
