initial_capital,final_equity,net_profit,total_return_pct,max_drawdown_pct,total_trades,win_rate,profit_factor,expectancy,avg_bars_held,avg_trade_return_pct,median_trade_return_pct,best_trade_pct,worst_trade_pct
10000.0,9054.435973522484,-945.5640264775157,-9.455640264775155,9.473505930775385,425,31.294117647058822,0.12227737005959703,-2.2248565328882646,3.6164705882352943,-0.04925009021975609,0.005060795125458454,0.5227862707326485,-1.1093520131071881
