initial_capital,final_equity,net_profit,total_return_pct,max_drawdown_pct,total_trades,win_rate,profit_factor,expectancy,avg_bars_held,avg_trade_return_pct,median_trade_return_pct,best_trade_pct,worst_trade_pct
10000.0,6342.040882600686,-3657.959117399314,-36.579591173993144,36.579591173993144,1213,32.893652102225886,0.14627782094891636,-3.0156299401478344,3.8466611706512777,-0.04375106637036028,-0.012712276090911263,0.7883207416435719,-1.0302574782173173
