initial_capital,final_equity,net_profit,total_return_pct,max_drawdown_pct,total_trades,win_rate,profit_factor,expectancy,avg_bars_held,avg_trade_return_pct,median_trade_return_pct,best_trade_pct,worst_trade_pct
10000.0,1694.2356710301822,-8305.764328969817,-83.05764328969818,83.37749619467577,565,26.548672566371685,0.07288271702133901,-14.700467838884633,2.079646017699115,-0.046416343207827816,-0.02482949884759948,0.6663577455591483,-0.7991494393535468
